iid_pid,gender,condtn,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
6129,1,2,0,0.66,1,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,9.0,8.0,7.0,29.0,8.0,2.0,1.0,1.0,60611.0,48785.0,2.0,4.0,2.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0
6128,1,2,0,0.36,1,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,7.0,29.0,8.0,2.0,1.0,1.0,60611.0,48785.0,2.0,4.0,2.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0
6127,1,2,0,0.34,1,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,6.236515083295813,7.241018644838563,7.416958174904943,6.427455186149839,6.829583802024747,5.563764665873151,29.0,8.0,2.0,1.0,1.0,60611.0,48785.0,2.0,4.0,2.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0
6126,1,2,0,0.24,1,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,29.0,8.0,2.0,1.0,1.0,60611.0,48785.0,2.0,4.0,2.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0
6125,1,2,0,0.38,1,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,6.236515083295813,7.241018644838563,7.416958174904943,6.427455186149839,6.829583802024747,5.563764665873151,29.0,8.0,2.0,1.0,1.0,60611.0,48785.0,2.0,4.0,2.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0
6124,1,2,0,0.12,0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,6.236515083295813,7.241018644838563,7.416958174904943,6.427455186149839,6.829583802024747,5.563764665873151,29.0,8.0,2.0,1.0,1.0,60611.0,48785.0,2.0,4.0,2.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0
6123,1,2,0,0.46,1,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,6.236515083295813,7.241018644838563,7.416958174904943,6.427455186149839,6.829583802024747,5.563764665873151,29.0,8.0,2.0,1.0,1.0,60611.0,48785.0,2.0,4.0,2.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0
6122,1,2,0,0.31,0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,9.0,8.0,9.0,9.0,5.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6121,1,2,0,0.38,1,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,7.416958174904943,9.0,6.829583802024747,9.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6120,1,2,0,0.45,1,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,8.0,9.0,7.0,8.0,6.0,8.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6119,1,2,1,0.36,1,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,8.0,8.0,7.0,6.0,6.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6118,1,2,1,0.4,1,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,8.0,8.0,9.0,10.0,9.0,6.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6117,1,2,0,0.26,1,28.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,7.0,6.0,6.0,6.0,6.0,4.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6116,1,2,0,0.36,0,30.0,4.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,6.829583802024747,5.563764665873151,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6115,1,2,1,-0.09,1,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,6.0,10.0,10.0,10.0,6.829583802024747,8.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6114,1,2,0,-0.16,1,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,5.0,6.0,6.0,6.0,6.0,6.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6113,1,2,1,0.01,1,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,8.0,9.0,9.0,9.0,9.0,8.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6112,1,2,0,0.39,1,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,8.0,6.0,7.0,8.0,6.829583802024747,5.563764665873151,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6111,1,2,1,0.47,1,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,8.0,5.0,8.0,10.0,8.0,5.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6110,1,2,1,0.11,1,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,7.0,6.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6109,1,2,0,-0.3,1,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,2.0,1.0,3.0,6.427455186149839,6.829583802024747,5.563764665873151,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6108,1,2,0,0.15,1,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,6.0,6.0,6.0,10.0,6.0,8.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6107,1,2,0,0.29,1,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,8.0,7.0,8.0,8.0,6.0,6.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6106,1,2,0,-0.38,0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6105,1,2,0,0.22,1,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,7.0,7.0,7.0,7.0,7.0,29.0,8.0,2.0,7.0,2.0,9012.0,45296.35067491564,2.0,3.0,1.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
6104,1,2,0,-0.11,0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,7.0,8.0,9.0,6.0,8.0,7.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6103,1,2,0,0.28,1,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,6.0,6.0,6.0,6.0,7.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6102,1,2,0,0.1,1,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,5.0,8.0,8.0,7.0,7.0,7.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6101,1,2,1,0.08,1,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6100,1,2,0,0.29,1,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,2.0,2.0,2.0,2.0,5.0,2.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6099,1,2,0,0.35,1,28.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,5.0,9.0,5.0,3.0,6.0,3.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6098,1,2,0,0.26,0,30.0,4.0,10.0,20.0,20.0,10.0,10.0,30.0,6.0,10.0,6.0,6.0,6.0,5.563764665873151,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6097,1,2,0,0.29,1,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,6.0,10.0,10.0,2.0,10.0,5.563764665873151,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6096,1,2,0,0.35,1,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,4.0,8.0,8.0,6.0,8.0,6.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6095,1,2,0,0.26,1,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,7.0,8.0,8.0,7.0,8.0,7.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6094,1,2,1,-0.22,1,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,7.0,8.0,8.0,7.0,6.829583802024747,5.563764665873151,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6093,1,2,0,0.22,1,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,6.0,8.0,8.0,7.0,7.0,5.563764665873151,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6092,1,2,0,0.53,1,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,10.0,4.0,10.0,4.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6091,1,2,1,0.55,1,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,8.0,7.0,8.0,7.0,6.829583802024747,5.563764665873151,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6090,1,2,0,-0.12,1,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6089,1,2,0,0.02,1,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,5.0,8.0,9.0,4.0,9.0,3.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6088,1,2,0,0.41,0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,7.0,5.0,7.0,7.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6087,1,2,0,0.36,1,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,9.0,9.0,7.0,8.0,8.0,24.0,1.0,2.0,3.0,2.0,7675.0,45296.35067491564,2.0,5.0,2.0,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0
6086,0,2,0,0.64,0,31.0,2.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6085,0,2,1,-0.56,0,29.0,2.0,95.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,8.0,4.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6084,0,2,0,0.14,0,26.0,2.0,10.0,10.0,30.0,30.0,5.0,15.0,6.0,7.0,6.0,6.0,6.0,5.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6083,0,2,0,-0.05,0,27.0,2.0,75.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,7.0,8.0,7.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6082,0,2,0,0.27,0,34.0,2.0,35.0,15.0,15.0,25.0,10.0,0.0,4.0,9.0,8.0,7.0,9.0,5.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6081,0,2,0,-0.41,0,27.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,4.0,3.0,2.0,3.0,1.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6080,0,2,0,0.01,0,23.0,2.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,8.0,7.0,7.0,7.0,8.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6079,0,2,1,0.28,0,24.0,3.0,20.0,10.0,20.0,20.0,10.0,20.0,5.0,8.0,9.0,8.0,8.0,7.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6078,0,2,0,0.43,0,24.0,2.0,30.0,15.0,15.0,15.0,15.0,10.0,6.0,6.0,7.0,3.0,7.0,8.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6077,0,2,0,0.59,1,27.0,4.0,20.0,20.0,20.0,20.0,20.0,0.0,5.0,6.0,5.0,5.0,5.0,3.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6076,0,2,0,0.44,0,30.0,1.0,30.0,25.0,20.0,15.0,5.0,5.0,6.236515083295813,7.241018644838563,7.416958174904943,6.427455186149839,6.829583802024747,5.563764665873151,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6075,0,2,0,-0.26,0,23.0,2.0,25.0,14.0,25.0,25.0,3.0,8.0,5.0,7.0,7.0,4.0,5.0,5.563764665873151,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6074,0,2,0,-0.12,0,22.0,2.0,20.0,25.0,20.0,15.0,5.0,15.0,5.0,6.0,6.0,7.0,5.0,3.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6073,0,2,0,-0.41,1,29.0,4.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6072,0,2,0,0.11,0,31.0,2.0,35.0,0.0,25.0,20.0,0.0,20.0,1.0,6.0,8.0,4.0,4.0,5.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6071,0,2,0,0.15,0,26.0,2.0,70.0,5.0,20.0,3.0,1.0,1.0,4.0,8.0,7.0,7.0,6.0,5.563764665873151,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6070,0,2,0,0.19,0,29.0,2.0,25.0,10.0,20.0,20.0,10.0,15.0,6.236515083295813,7.241018644838563,7.416958174904943,6.427455186149839,6.829583802024747,5.563764665873151,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6069,0,2,0,0.31,0,29.0,2.0,45.0,10.0,10.0,30.0,0.0,5.0,8.0,8.0,7.0,7.0,6.829583802024747,5.563764665873151,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
6068,0,2,0,-0.11,0,24.0,2.0,20.0,21.0,21.0,22.0,6.0,10.0,6.0,8.0,8.0,8.0,7.0,7.0,25.0,15.0,4.0,1.0,5.0,96701.0,50501.0,2.0,7.0,2.0,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0
