iid_pid;iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;age;field;field_cd;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1
6424;415;19;1;37;2;15;18;15;19;15;14;392;0;0,62;1;26;2;15;20;15;30;10;10;0;1.00;1.00;1.00;1.00;1.00;1.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6423;415;19;1;37;2;15;18;10;19;10;13;391;0;0,37;1;28;2;35;0;35;10;10;10;0;6.00;8.00;6.00;6.00;6.00;5.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6422;415;19;1;37;2;15;18;18;19;18;12;390;1;0,64;0;30;4;10;20;20;10;10;30;1;4.00;6.00;6.00;6.00;6.00;;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6421;415;19;1;37;2;15;18;2;19;2;11;389;0;0,3;1;21;2;20;30;20;20;0;10;0;5.00;3.00;9.00;2.00;10.00;;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6420;415;19;1;37;2;15;18;9;19;9;10;388;0;0,27;1;24;2;22;17;15;15;15;16;0;3.00;1.00;3.00;4.00;2.00;1.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6419;415;19;1;37;2;15;18;13;19;13;9;387;0;0,48;1;25;2;20;15;25;15;15;10;0;7.00;5.00;8.00;6.00;6.00;5.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6418;415;19;1;37;2;15;18;14;19;14;8;386;0;0,55;1;26;2;15;10;30;10;15;20;0;6.00;5.00;5.00;5.00;5.00;;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6417;415;19;1;37;2;15;18;12;19;12;7;385;0;0,62;1;25;2;25;20;20;20;10;5;0;5.00;9.00;8.00;4.00;9.00;1.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6416;415;19;1;37;2;15;18;16;19;16;6;384;0;0,49;1;23;2;20;20;20;20;20;0;0;0.00;0.00;0.00;0.00;0.00;0.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6415;415;19;1;37;2;15;18;8;19;8;5;383;0;0,17;1;27;2;25;20;10;20;15;10;0;;;;;;;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6414;415;19;1;37;2;15;18;17;19;17;4;382;0;0,39;1;28;2;25;25;25;10;10;5;0;4.00;4.00;4.00;10.00;4.00;4.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6413;415;19;1;37;2;15;18;5;19;5;3;381;0;0,51;1;24;2;20;10;20;35;5;10;0;1.00;1.00;1.00;1.00;1.00;1.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6412;415;19;1;37;2;15;18;4;19;4;2;380;0;0,16;0;33;1;20;20;20;15;15;10;0;1.00;1.00;1.00;1.00;1.00;1.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6411;415;19;1;37;2;15;18;7;19;7;1;379;0;0,53;1;38;2;15;15;20;15;15;20;0;6.00;6.00;6.00;6.00;6.00;6.00;31;MBA;8.00;2;3;1;Atlanta, GA;30,066;52,318.00;1;4;2;Trader;7.00;1;1;6;6;7;5;1;1;3;10;1;6;6;3;7;1;1;4;;10.00;20.00;40.00;10.00;10.00;10.00
6410;414;18;1;36;2;15;18;6;12;13;18;396;1;-0,56;0;25;4;15;18;18;18;15;16;1;5.00;9.00;9.00;6.00;9.00;5.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6409;414;18;1;36;2;15;18;11;12;18;17;395;0;-0,61;1;33;2;20;20;20;10;10;20;0;7.00;8.00;8.00;7.00;8.00;6.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6408;414;18;1;36;2;15;18;1;12;8;16;394;0;-0,26;1;24;2;18;19;16;15;15;17;0;4.00;6.00;7.00;5.00;9.00;2.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6407;414;18;1;36;2;15;18;3;12;10;15;393;1;-0,51;1;22;2;8;20;25;25;12;10;1;7.00;7.00;7.00;6.00;7.00;6.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6406;414;18;1;36;2;15;18;15;12;4;14;392;0;-0,34;1;26;2;15;20;15;30;10;10;0;6.00;6.00;7.00;3.00;7.00;1.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6405;414;18;1;36;2;15;18;10;12;17;13;391;0;0,07;1;28;2;35;0;35;10;10;10;0;6.00;6.00;6.00;6.00;6.00;4.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6404;414;18;1;36;2;15;18;18;12;7;12;390;1;-0,03;0;30;4;10;20;20;10;10;30;1;6.00;8.00;8.00;6.00;8.00;;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6403;414;18;1;36;2;15;18;2;12;9;11;389;0;-0,01;1;21;2;20;30;20;20;0;10;0;8.00;10.00;10.00;6.00;10.00;2.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6402;414;18;1;36;2;15;18;9;12;16;10;388;0;0,45;1;24;2;22;17;15;15;15;16;0;6.00;8.00;7.00;6.00;7.00;6.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6401;414;18;1;36;2;15;18;13;12;2;9;387;1;-0,28;1;25;2;20;15;25;15;15;10;1;7.00;8.00;9.00;9.00;9.00;8.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6400;414;18;1;36;2;15;18;14;12;3;8;386;0;-0,57;1;26;2;15;10;30;10;15;20;0;7.00;6.00;6.00;6.00;6.00;;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6399;414;18;1;36;2;15;18;12;12;1;7;385;1;-0,49;1;25;2;25;20;20;20;10;5;1;7.00;9.00;9.00;7.00;9.00;;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6398;414;18;1;36;2;15;18;16;12;5;6;384;1;-0,32;1;23;2;20;20;20;20;20;0;1;9.00;8.00;9.00;7.00;10.00;7.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6397;414;18;1;36;2;15;18;8;12;15;5;383;0;0,14;1;27;2;25;20;10;20;15;10;0;;;;;;;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6396;414;18;1;36;2;15;18;17;12;6;4;382;1;-0,03;1;28;2;25;25;25;10;10;5;1;7.00;8.00;8.00;7.00;8.00;7.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6395;414;18;1;36;2;15;18;5;12;12;3;381;1;-0,32;1;24;2;20;10;20;35;5;10;1;7.00;8.00;6.00;6.00;7.00;5.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6394;414;18;1;36;2;15;18;4;12;11;2;380;0;-0,15;0;33;1;20;20;20;15;15;10;0;5.00;6.00;;4.00;4.00;5.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6393;414;18;1;36;2;15;18;7;12;14;1;379;0;-0,21;1;38;2;15;15;20;15;15;20;0;6.00;6.00;9.00;6.00;9.00;5.00;29;business;8.00;2;2;10;New Jersey;10,021;55,080.00;6;1;1;business;7.00;10;5;9;5;0;0;5;5;0;8;7;0;0;0;1;2;0;5;;95.00;1.00;1.00;1.00;1.00;1.00
6392;413;17;1;34;2;15;18;6;3;4;18;396;0;0,14;0;25;4;15;18;18;18;15;16;1;7.00;8.00;8.00;6.00;7.00;5.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6391;413;17;1;34;2;15;18;11;3;9;17;395;0;0,07;1;33;2;20;20;20;10;10;20;1;7.00;9.00;8.00;8.00;9.00;8.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6390;413;17;1;34;2;15;18;1;3;17;16;394;0;0,18;1;24;2;18;19;16;15;15;17;0;7.00;8.00;8.00;6.00;7.00;7.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6389;413;17;1;34;2;15;18;3;3;1;15;393;0;-0,01;1;22;2;8;20;25;25;12;10;0;8.00;8.00;8.00;7.00;7.00;6.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6388;413;17;1;34;2;15;18;15;3;13;14;392;0;0,17;1;26;2;15;20;15;30;10;10;1;6.00;8.00;10.00;8.00;8.00;8.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6387;413;17;1;34;2;15;18;10;3;8;13;391;0;-0,4;1;28;2;35;0;35;10;10;10;0;5.00;6.00;5.00;5.00;6.00;5.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6386;413;17;1;34;2;15;18;18;3;16;12;390;0;0,17;0;30;4;10;20;20;10;10;30;1;6.00;8.00;8.00;8.00;8.00;;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6385;413;17;1;34;2;15;18;2;3;18;11;389;1;0,36;1;21;2;20;30;20;20;0;10;1;7.00;10.00;8.00;6.00;;;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6384;413;17;1;34;2;15;18;9;3;7;10;388;0;0,54;1;24;2;22;17;15;15;15;16;0;6.00;7.00;8.00;6.00;6.00;5.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6383;413;17;1;34;2;15;18;13;3;11;9;387;0;0,3;1;25;2;20;15;25;15;15;10;0;7.00;8.00;8.00;8.00;7.00;7.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6382;413;17;1;34;2;15;18;14;3;12;8;386;0;0,26;1;26;2;15;10;30;10;15;20;1;8.00;8.00;8.00;7.00;;;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6381;413;17;1;34;2;15;18;12;3;10;7;385;0;-0,14;1;25;2;25;20;20;20;10;5;1;7.00;8.00;8.00;8.00;8.00;;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6380;413;17;1;34;2;15;18;16;3;14;6;384;0;0,08;1;23;2;20;20;20;20;20;0;0;7.00;10.00;10.00;8.00;10.00;7.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6379;413;17;1;34;2;15;18;8;3;6;5;383;0;0,36;1;27;2;25;20;10;20;15;10;1;9.00;9.00;10.00;8.00;;;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6378;413;17;1;34;2;15;18;17;3;15;4;382;0;0,35;1;28;2;25;25;25;10;10;5;1;6.00;8.00;8.00;7.00;8.00;7.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6377;413;17;1;34;2;15;18;5;3;3;3;381;0;0,08;1;24;2;20;10;20;35;5;10;1;7.00;8.00;5.00;6.00;8.00;7.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6376;413;17;1;34;2;15;18;4;3;2;2;380;0;0,62;0;33;1;20;20;20;15;15;10;1;8.00;7.00;7.00;7.00;7.00;4.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6375;413;17;1;34;2;15;18;7;3;5;1;379;0;0,2;1;38;2;15;15;20;15;15;20;0;6.00;7.00;8.00;7.00;8.00;6.00;26;business;8.00;2;5;3;Woburn, MA;1,801;;1;;2;Real Estate;8.00;6;7;5;7;5;3;5;5;4;6;8;6;9;6;6;7;0;8;;10.00;10.00;30.00;30.00;5.00;15.00
6374;412;16;1;32;2;15;18;6;2;5;18;396;0;-0,05;0;25;4;15;18;18;18;15;16;1;6.00;9.00;8.00;6.00;5.00;5.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6373;412;16;1;32;2;15;18;11;2;10;17;395;0;-0,31;1;33;2;20;20;20;10;10;20;0;6.00;7.00;7.00;7.00;;;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6372;412;16;1;32;2;15;18;1;2;18;16;394;0;-0,34;1;24;2;18;19;16;15;15;17;0;5.00;8.00;9.00;8.00;7.00;8.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6371;412;16;1;32;2;15;18;3;2;2;15;393;0;0;1;22;2;8;20;25;25;12;10;0;7.00;8.00;8.00;7.00;8.00;6.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6370;412;16;1;32;2;15;18;15;2;14;14;392;0;-0,27;1;26;2;15;20;15;30;10;10;0;1.00;3.00;3.00;1.00;8.00;1.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6369;412;16;1;32;2;15;18;10;2;9;13;391;0;-0,24;1;28;2;35;0;35;10;10;10;0;5.00;5.00;5.00;5.00;5.00;5.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6368;412;16;1;32;2;15;18;18;2;17;12;390;0;-0,19;0;30;4;10;20;20;10;10;30;1;6.00;8.00;8.00;6.00;8.00;;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6367;412;16;1;32;2;15;18;2;2;1;11;389;0;0,04;1;21;2;20;30;20;20;0;10;0;5.00;10.00;9.00;5.00;10.00;;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6366;412;16;1;32;2;15;18;9;2;8;10;388;0;0,08;1;24;2;22;17;15;15;15;16;0;5.00;7.00;8.00;7.00;;5.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6365;412;16;1;32;2;15;18;13;2;12;9;387;1;-0,09;1;25;2;20;15;25;15;15;10;1;7.00;7.00;8.00;8.00;8.00;7.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6364;412;16;1;32;2;15;18;14;2;13;8;386;1;-0,15;1;26;2;15;10;30;10;15;20;1;9.00;9.00;9.00;8.00;;;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6363;412;16;1;32;2;15;18;12;2;11;7;385;0;-0,4;1;25;2;25;20;20;20;10;5;0;6.00;7.00;7.00;7.00;7.00;;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6362;412;16;1;32;2;15;18;16;2;15;6;384;1;0,14;1;23;2;20;20;20;20;20;0;1;8.00;10.00;10.00;10.00;10.00;7.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6361;412;16;1;32;2;15;18;8;2;7;5;383;1;0,33;1;27;2;25;20;10;20;15;10;1;7.00;7.00;8.00;;;;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6360;412;16;1;32;2;15;18;17;2;16;4;382;0;0,19;1;28;2;25;25;25;10;10;5;0;5.00;8.00;8.00;8.00;8.00;8.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6359;412;16;1;32;2;15;18;5;2;4;3;381;0;-0,05;1;24;2;20;10;20;35;5;10;0;5.00;8.00;7.00;7.00;6.00;5.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6358;412;16;1;32;2;15;18;4;2;3;2;380;0;0,23;0;33;1;20;20;20;15;15;10;0;5.00;6.00;7.00;7.00;6.00;5.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6357;412;16;1;32;2;15;18;7;2;6;1;379;0;-0,03;1;38;2;15;15;20;15;15;20;0;5.00;7.00;8.00;7.00;9.00;5.00;27;business;8.00;2;1;1;New Jersey;7,032;;1;5;2;millionaire;7.00;10;10;10;5;8;8;0;7;3;8;6;5;5;8;8;4;4;4;;75.00;5.00;5.00;5.00;5.00;5.00
6356;411;15;1;30;2;15;18;6;1;6;18;396;0;0,27;0;25;4;15;18;18;18;15;16;1;7.00;8.00;9.00;9.00;8.00;5.00;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
6355;411;15;1;30;2;15;18;11;1;11;17;395;0;0,46;1;33;2;20;20;20;10;10;20;0;7.00;8.00;9.00;7.00;;8.00;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
6354;411;15;1;30;2;15;18;1;1;1;16;394;0;0,4;1;24;2;18;19;16;15;15;17;0;9.50;7.00;7.00;8.00;9.00;6.00;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
6353;411;15;1;30;2;15;18;3;1;3;15;393;0;0,36;1;22;2;8;20;25;25;12;10;1;8.00;8.00;8.00;8.00;8.00;7.00;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
6352;411;15;1;30;2;15;18;15;1;15;14;392;0;0,46;1;26;2;15;20;15;30;10;10;0;6.00;8.00;9.00;8.00;8.00;6.00;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
6351;411;15;1;30;2;15;18;10;1;10;13;391;0;0,11;1;28;2;35;0;35;10;10;10;0;7.00;8.00;7.00;6.00;7.00;6.00;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
6350;411;15;1;30;2;15;18;18;1;18;12;390;0;0,39;0;30;4;10;20;20;10;10;30;1;8.00;8.00;8.00;8.00;8.00;;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
6349;411;15;1;30;2;15;18;2;1;2;11;389;0;0,59;1;21;2;20;30;20;20;0;10;0;6.00;8.00;9.00;8.00;10.00;;34;Finance;8.00;2;8;2;Washington DC;20,817;80,006.00;3;4;1;M&A Advisory;7.00;7;6;6;7;7;6;3;3;1;8;1;7;6;7;10;8;3;3;;35.00;15.00;15.00;25.00;10.00;0.00
